,0,1,2,3,4
0,2.516783892403396e-07,1.7285122913898459,0.9189693793383055,0.3071038495198235,0.025059693216320067
1,1.6371436473150425e-06,1.9755919556219075,0.4415645346500807,0.6149063747816066,0.08918430564340074
2,1.8904897758353911e-06,1.8939077421568147,0.7893070391668366,0.03562002251521701,0.7395778035479821
3,2.067514368597756e-06,1.4314629729327581,0.4514418234942813,0.05586159122589007,0.9783714802881734
4,3.6751530507750374e-06,1.7476575712974531,0.9888893927031707,0.8827052614031875,0.3581097420694962
5,6.036102300210899e-06,1.5044443691339855,0.03591302203680713,0.6812468679045717,0.2836639684833808
6,7.071203171893359e-06,1.6917856616574714,0.08072631543074671,0.9042921433823222,0.57902730846353
7,1.3299024816948446e-05,1.1597835034381043,0.29118822424960056,0.7877641658392085,0.8422586108927865
8,1.333679640169727e-05,0.887948771802314,0.7308836367447163,0.34993044786171834,0.762650417523605
9,1.3390921442812953e-05,1.0214251054482462,0.6404911590207231,0.5077030004062977,0.0295871398567793
10,1.4977541968885788e-05,1.2884706298674833,0.7216554426947505,0.5971325020630577,0.1286402060019275
11,1.6688391575314654e-05,1.6594366589940646,0.5813505248943869,0.0770590385918477,0.5168435952438439
12,1.7809807352220375e-05,1.816544461610731,0.5045652917336366,0.0382090137852471,0.8210054100823938
13,1.8215129422571863e-05,1.3301666794977614,0.9587570474055994,0.20811030222830285,0.1709173357858741
14,2.1016452049771317e-05,1.6514946212861146,0.33921271309509404,0.8441601039782699,0.4514429272578827
15,2.2530277820065336e-05,1.3806357268925962,0.7364298649231765,0.43170451577523994,0.38345441965063143
16,2.647393010257737e-05,1.0197996672017444,0.2972582216821942,0.09470674516430355,0.864382537307825
17,2.6969092292716823e-05,1.746716306522841,0.43322637129107844,0.7637999740452363,0.8162375481324686
18,2.9504162779581122e-05,1.9611459185990545,0.485708462437185,0.3898242250631362,0.4746392615760505
19,2.9681341306986297e-05,1.811233434856259,0.06221936945916717,0.10966385463677886,0.8744696388027493
20,3.115004905906993e-05,1.4426052041741424,0.6192445828678441,0.666981807790975,0.01295990715796691
21,3.129521215949893e-05,1.0468116242285204,0.6161058826808993,0.22965905932784525,0.8784772179874504
22,3.414818490754534e-05,1.8169565168754578,0.031243269470472956,0.19802787252252463,0.40544229719232383
23,3.7651708059138755e-05,1.3709763795733716,0.6578158507073956,0.12831473874380606,0.8235011594305832
24,3.90318065512929e-05,0.9162984906116576,0.3482508926545098,0.0952765047777,0.011366255997376062
25,4.119867195173654e-05,1.501998489541493,0.3797366357149634,0.4770776422079104,0.7240657128220673
26,4.830747546868963e-05,1.9122492416271046,0.29541678398885574,0.3031866452117108,0.6603837566179942
27,4.8520420325992575e-05,1.5771807421175503,0.7408790766286709,0.06466028577947658,0.5293380568570876
28,5.212704738410956e-05,1.5259979596284592,0.29420623455288464,0.641071534789898,0.3119948598228931
29,5.485756585210666e-05,1.0911773147762134,0.34009824747789263,0.7630333458246559,0.8137690239033908
30,5.500196587848727e-05,1.659933290196896,0.0575003296677673,0.06472882814181502,0.15069442184869164
31,5.588569325865045e-05,1.6104070588825543,0.3122896951202141,0.42271480287582985,0.26953430766756303
32,5.728320201958681e-05,1.7507430228688703,0.47203292894048,0.9590795745438977,0.42798579167333317
33,5.734727200001899e-05,1.1261115885889237,0.15883111685930185,0.6073894973546605,0.9140691986422519
34,6.001207267458675e-05,0.9124886897877903,0.9948171194175306,0.6297542639291719,0.9815574599762337
35,6.044846950326033e-05,1.2784383126626044,0.04593042493725552,0.1524051827374472,0.7960874166958606
36,6.439448063111364e-05,1.7216070318114753,0.3089093099582233,0.6154032571973536,0.834722264177133
